,Name,2G,3G,4G,5G,Announced,Released,Dimension,Weight,Build,Sim,Body(Other),Display Type,Display Size,Resolution,Display Protection,Display(Other),OS,Chipset,CPU,GPU,Memory(External),Memory(Internal),Main Camera,Main Camera(Features),Main Camera(Video),Front Camera,Front Camera(Features),Front Camera(Video),Headphone Jack,WiFi,Bluetooth,GPS,NFC,Radio,USB,Sensors,Battery Type,Charging,Battery Talktime,Colors,Models,SAR,SAR EU,Price,Benchmark Results,Battery Test,Rating
260,Oppo Neo 7,True,True,True,False,"2015, October. Released 2015, October",Discontinued,142.7 x 71.7 x 7.6 mm (5.62 x 2.82 x 0.30 in),141 g (4.97 oz),"Glass front, plastic back, aluminum frame",Dual SIM (Nano-SIM/ Micro-SIM),,IPS LCD,"5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",,,"Android 5.1 (Lollipop), ColorOS 2.1",Mediatek MT6582 - 3G modelQualcomm MSM8916 Snapdragon 410 (28 nm) - 4G model,Quad-core 1.3 GHz Cortex-A7 - 3G modelQuad-core 1.2 GHz Cortex-A53 - 4G model,Mali-400MP2Adreno 306,microSDXC (dedicated slot) - LTE modelmicroSDHC (dedicated slot) - 3G model,16GB 1GB RAM,"8 MP, f/2.0, 1/4.0"", AF","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.4",,,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity, compass","Li-Po 2420 mAh, non-removable",,Up to 16 h (3G),"Blue, White","A33f, A33w, A33fw",,,About 140 EUR,,,
261,Oppo R7s,True,True,True,False,"2015, October. Released 2015, December",Discontinued,151.8 x 75.4 x 7 mm (5.98 x 2.97 x 0.28 in),155 g (5.47 oz),,"Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)",,AMOLED,"5.5 inches, 83.4 cm2 (~72.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 3,,"Android 5.1 (Lollipop), ColorOS 2.1",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC (uses shared SIM slot),32GB 4GB RAM,"13 MP, f/2.2, PDAF","LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.4",,,Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot","4.0, A2DP",GPS,No,No,"microUSB 2.0, OTG","Accelerometer, proximity, compass","Li-Po 3070 mAh, non-removable","20W wired, 75% in 30 min (advertised)",,Golden,R7sf,,,About 260 EUR,"
Basemark OS II 2.0: 930Basemark X: 5302",Endurance rating 73h,
262,Oppo R7 lite,True,True,True,False,"2015, September. Released 2015, October",Discontinued,143 x 71 x 6.3 mm (5.63 x 2.80 x 0.25 in),147 g (5.19 oz),,"Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)",,AMOLED,"5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Corning Gorilla Glass 3,,"Android 5.1 (Lollipop), ColorOS 2.1",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC (uses shared SIM slot),16GB 2GB RAM,"13 MP, PDAF","Schneider-Kreuznach optics, LED flash, panorama, HDR",1080p@30fps,8 MP,,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","GPS, GLONASS",No,No,"microUSB 2.0, OTG","Accelerometer, proximity, compass","Li-Po 2320 mAh, non-removable","20W wired, 75% in 30 min (advertised)",,"Golden, Silver",R7kf,,,About 250 EUR,,,
263,Oppo R5s,True,True,True,False,"2015, August. Released 2015, August",Discontinued,148.9 x 74.5 x 4.9 mm (5.86 x 2.93 x 0.19 in),155 g (5.47 oz),,Micro-SIM,,AMOLED,"5.2 inches, 74.5 cm2 (~67.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Corning Gorilla Glass 3,,"Android 4.4.4 (KitKat), ColorOS 2",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,No,32GB 3GB RAM,"13 MP, AF","LED flash, panorama, HDR","1080p@60fps, 720p@120fps",5 MP,,,No,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP","GPS, GLONASS",No,No,"microUSB 2.0, OTG","Accelerometer, proximity, compass","Li-Po 2000 mAh, non-removable","20W wired, 75% in 30 min (advertised)",,Gray,,,,About 200 EUR,,,
264,Oppo Mirror 5s,True,True,True,False,"2015, July. Released 2015, August",Discontinued,143.4 x 71.2 x 7.7 mm (5.65 x 2.80 x 0.30 in),160 g (5.64 oz),,"Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)",,IPS LCD,"5.0 inches, 68.9 cm2 (~67.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,"Android 5.1 (Lollipop), ColorOS 2.1",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (dedicated slot),16GB 2GB RAM,"8 MP, AF","LED flash, HDR, panorama",1080p@30fps,5 MP,,,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity, compass","Li-Po 2420 mAh, non-removable",,,White,A51f,,,,,,
265,Oppo Mirror 5,True,True,True,False,"2015, July. Released 2015, August",Discontinued,143.4 x 71.2 x 7.7 mm (5.65 x 2.80 x 0.30 in),160 g (5.64 oz),,"Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)",,IPS LCD,"5.0 inches, 68.9 cm2 (~67.5% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",,,"Android 5.1 (Lollipop), ColorOS 2.1",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (dedicated slot),16GB 2GB RAM,"8 MP, AF","LED flash, HDR, panorama",1080p@30fps,5 MP,,720p,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity, compass","Li-Po 2420 mAh, non-removable",,,"White, Blue",A51w,,,About 220 EUR,,,
266,Oppo Joy 3,True,True,False,False,"2015, June. Released 2015, August",Discontinued,132.8 x 66.6 x 9 mm (5.23 x 2.62 x 0.35 in),135 g (4.76 oz),,"Dual SIM (Micro-SIM, dual stand-by)",,IPS LCD,"4.5 inches, 55.8 cm2 (~63.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,,"Android 4.4 (KitKat), ColorOS 2",Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),4GB 1GB RAM,"5 MP, AF","LED flash, HDR, panorama",720p,2 MP,,,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR",GPS,No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity","Li-Po 2000 mAh, removable",,,"White, Gray",A11w,,,About 130 EUR,,,
267,Oppo R7 Plus,True,True,True,False,"2015, May. Released 2015, May",Discontinued,158 x 82 x 7.8 mm (6.22 x 3.23 x 0.31 in),192 g (6.77 oz),,"Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)",,AMOLED,"6.0 inches, 99.2 cm2 (~76.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",Corning Gorilla Glass 3,,"Android 5.1.1 (Lollipop), ColorOS 2.1",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC (uses shared SIM slot),"32GB 3GB RAM, 64GB 4GB RAM","13 MP, f/2.2, 1/3.1"", 1.12µm, Laser AF","Schneider-Kreuznach optics, dual-LED flash, panorama, HDR","1080p@60fps, 720p@120fps","8 MP, f/2.4",,,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, LE","GPS, GLONASS",No,No,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 4100 mAh, non-removable","20W wired, 75% in 30 min (advertised)",,"Golden, Silver",R7plusf,,,About 430 EUR,"
Basemark OS II 2.0: 968Basemark X: 5349",Endurance rating 94h,
268,Oppo R7,True,True,True,False,"2015, May. Released 2015, May",Discontinued,143 x 71 x 6.3 mm (5.63 x 2.80 x 0.25 in),147 g (5.19 oz),,"Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)",,AMOLED,"5.0 inches, 67.7 cm2 (~66.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~445 ppi density)",Corning Gorilla Glass 3,,"Android 4.4.2 (KitKat), ColorOS 2.1",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC (uses shared SIM slot),16GB 3GB RAM,"13 MP, f/2.2, PDAF","LED flash, panorama, HDR, Schneider-Kreuznach optics",1080p@30fps,"8 MP, f/2.4",,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","GPS, GLONASS",No,No,"microUSB 2.0, OTG","Accelerometer, proximity, compass","Li-Po 2320 mAh, non-removable","20W wired, 75% in 30 min (advertised)",,"Golden, Silver",R7f,,,About 360 EUR,"
Basemark OS II 2.0: 757Basemark X: 5382",Endurance rating 63h,
269,Oppo Neo 5 (2015),True,True,False,False,"2015, June. Released 2015, August",Discontinued,131.9 x 65.5 x 8 mm (5.19 x 2.58 x 0.31 in),135 g (4.76 oz),,Dual SIM (Nano-SIM/ Micro-SIM),,IPS LCD,"4.5 inches, 55.8 cm2 (~64.6% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,,"Android 4.4.2 (KitKat), ColorOS 2",Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),"8GB 1GB RAM, 16GB 1GB RAM","8 MP, f/2.0, AF","LED flash, HDR, panorama",720p@30fps,2 MP,,,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity, compass","Li-Po 2000 mAh, non-removable",,,"Blue, White",,,,About 70 EUR,,,
270,Oppo Neo 5s,True,True,True,False,"2015, May. Released 2015, May",Discontinued,131.9 x 65.5 x 8 mm (5.19 x 2.58 x 0.31 in),135 g (4.76 oz),,Dual SIM (Nano-SIM/ Micro-SIM),,IPS LCD,"4.5 inches, 55.8 cm2 (~64.6% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,,"Android 4.4.2 (KitKat), , ColorOS 2",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (dedicated slot),8GB 1GB RAM,"8 MP, AF","LED flash, HDR, panorama",720p@30fps,2 MP,,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR",GPS,No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity, compass","Li-Po 2000 mAh, non-removable",,,"Blue, White",,,,About 160 EUR,,,
271,Oppo Joy Plus,True,True,False,False,"2015, April. Released 2015, May",Discontinued,124 x 63 x 9.9 mm (4.88 x 2.48 x 0.39 in),125 g (4.41 oz),,Dual SIM (Mini-SIM/ Micro-SIM),,IPS LCD,"4.0 inches, 45.5 cm2 (~58.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,"Android 4.4 (KitKat), ColorOS 2",Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),4GB 1GB RAM,3.15 MP,LED flash,720p,VGA,,,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","4.0, A2DP, EDR",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1700 mAh, removable",,,"White, Blue",R1011,,,About 100 EUR,,,
272,Oppo Mirror 3,True,True,True,False,"2015, January. Released 2015, January",Discontinued,137.7 x 68.8 x 8.9 mm (5.42 x 2.71 x 0.35 in),130 g (4.59 oz),,"Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",,IPS LCD,"4.7 inches, 60.9 cm2 (~64.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",Corning Gorilla Glass 3,,Android 4.4 (KitKat),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (dedicated slot),8GB 1GB RAM,"8 MP, 1/3.2"", 1.4µm, AF","LED flash, HDR, panorama",1080p@30fps,5 MP,,,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity, compass","Li-Po 2000 mAh, removable","20W wired, 100% in 90 min (advertised)",,"White, Blue",,,,About 270 EUR,,,
273,Oppo A31 (2015),True,True,True,False,"2015, April. Released 2015, April 17",Discontinued,131.9 x 65.5 x 8 mm (5.19 x 2.58 x 0.31 in),135 g (4.76 oz),,"Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)",,IPS LCD,"4.5 inches, 55.8 cm2 (~64.6% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,,Android 4.4 (KitKat),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (dedicated slot),8GB 1GB RAM,"8 MP, AF",LED flash,1080p@30fps,5 MP,,,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,No,No,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2000 mAh, non-removable",,Up to 7 h,"White, Blue",,,,About 150 EUR,,,
274,Oppo R1x,True,True,True,False,"2015, January. Released 2015, January",Discontinued,140.6 x 70.1 x 6.8 mm (5.54 x 2.76 x 0.27 in),130 g (4.59 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",,IPS LCD,"5.0 inches, 68.9 cm2 (~69.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,"Android 4.4 (KitKat), ColorOS 2",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC (uses shared SIM slot),16GB 2GB RAM,"13 MP, AF","LED flash, HDR, panorama",1080p@30fps,5 MP,,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","GPS, GLONASS",No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity, compass","Li-Po 2420 mAh, non-removable",,Up to 8 h,"Dark blue, White","R8206, R8200",,,About 340 EUR,"
Basemark OS II 2.0: 753Basemark X: 4018",Endurance rating 56h,
275,Oppo U3,True,True,True,False,"2015, January. Released 2015, April",Discontinued,156.8 x 81 x 8 mm (6.17 x 3.19 x 0.31 in),195 g (6.88 oz),,"Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)",,IPS LCD,"5.9 inches, 93.9 cm2 (~74.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~377 ppi density)",,,"Android 4.4.4 (KitKat), ColorOS 2",Mediatek MT6752 (28 nm),Octa-core 1.7 GHz Cortex-A53,Mali-T760MP2,microSDHC (dedicated slot),16GB 2GB RAM,"13 MP, AF","LED flash, HDR, panorama",1080p@30fps,5 MP,LED flash,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP",GPS,Yes,No,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 3000 mAh, non-removable","20W wired, 75% in 30 min (advertised)",Up to 10 h (3G),"White, Black",,,,,,,
276,Oppo R5,True,True,True,False,"2014, October. Released 2014, December",Discontinued,148.9 x 74.5 x 4.9 mm (5.86 x 2.93 x 0.19 in),155 g (5.47 oz),,Micro-SIM,,AMOLED,"5.2 inches, 74.9 cm2 (~67.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~423 ppi density)",Corning Gorilla Glass 3,,"Android 4.4.4 (KitKat), ColorOS 2",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,No,16GB 2GB RAM,"13 MP, f/2.0, 1/3.1"", 1.12µm, AF","LED flash, panorama, HDR","1080p@60fps, 720p@120fps","5 MP, f/2.5",,,No,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP","GPS, GLONASS",No,No,"microUSB 2.0, OTG","Accelerometer, proximity, compass","Li-Po 2000 mAh, non-removable","20W wired, 75% in 30 min (advertised)",,"Silver, Gold",R8106,,,About 400 EUR,"
Basemark OS II 2.0: 710Basemark X: 4855",Endurance rating 38h,
277,Oppo N3,True,True,True,False,"2014, October. Released 2015, January",Discontinued,161.2 x 77 x 9.9 mm (6.35 x 3.03 x 0.39 in),192 g (6.77 oz),,Hybrid Dual SIM (Nano-SIM/ Micro-SIM),,IPS LCD,"5.5 inches, 82.6 cm2 (~66.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)",Corning Gorilla Glass 3,,"Android 4.4.4 (KitKat), ColorOS 2",Qualcomm MSM8974AA Snapdragon 801 (28 nm),Quad-core 2.3 GHz Krait 400,Adreno 330,microSDXC (uses shared SIM slot),32GB 2GB RAM,"16 MP, f/2.2, 1/2.3"", 1.34µm, AF","Dual-LED flash, HDR, Schneider Kreuznach certified optics, auto panorama (motorized rotation)","1080p@60fps, 720p@120fps",Motorized rotating pop-up main camera module,"Dual-LED flash, HDR, Schneider Kreuznach certified optics, auto panorama (motorized rotation)","1080p@60fps, 720p@120fps",Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","GPS, GLONASS",Yes,No,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, non-removable","20W wired, 75% in 30 min (advertised)",,White,"N5206, N5207",,,About 550 EUR,"
Basemark OS II 2.0: 1241Basemark X: 10095",Endurance rating 64h,
278,Oppo R1S,True,True,True,False,"2014, April. Released 2014, June",Discontinued,142.7 x 70.4 x 7.1 mm (5.62 x 2.77 x 0.28 in),140 g (4.94 oz),,Micro-SIM,,IPS LCD,"5.0 inches, 68.9 cm2 (~68.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Corning Gorilla Glass 3,,Android 4.3 (Jelly Bean),Qualcomm Snapdragon 400 (28 nm),Quad-core 1.6 GHz Cortex-A7,Adreno 305,No,16GB 1GB RAM,"13 MP, AF","LED flash, panorama, HDR",1080p@30fps,5 MP,,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP",GPS,No,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2410 mAh, non-removable",,,"White, Blue","R8006, R8007",,,About 290 EUR,,,
279,Oppo Neo 3,True,True,False,False,"2014, August. Released 2014, August",Discontinued,132 x 65.8 x 9.2 mm (5.20 x 2.59 x 0.36 in),128 g (4.52 oz),"Glass front, plastic back, plastic frame",Dual SIM (Mini-SIM/ Micro-SIM),,IPS LCD,"4.5 inches, 55.8 cm2 (~64.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,,Android 4.2.1 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),4GB 1GB RAM,"5 MP, AF",LED flash,720p@30fps,2 MP,,,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.1,GPS,No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity","Li-Ion 1900 mAh, removable",,,"White, Black",R831K,,,About 130 EUR,,,
280,Oppo Find 5 Mini,True,True,False,False,"2014, January. Released 2014, January",Discontinued,137 x 68 x 7.7 mm (5.39 x 2.68 x 0.30 in),128 g (4.52 oz),,"Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)",,IPS LCD,"4.7 inches, 60.9 cm2 (~65.4% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~234 ppi density)",,,Android 4.2.2 (Jelly Bean),Mediatek MT6582M (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),4GB 1GB RAM,"8 MP, AF",LED flash,720p@30fps,2 MP,,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2000 mAh, removable",,,"White, Black",R827,,,About 240 EUR,,,
281,Oppo R2001 Yoyo,True,True,False,False,"2014, May. Released 2014, May",Discontinued,138.5 x 69.5 x 9.2 mm (5.45 x 2.74 x 0.36 in),145 g (5.11 oz),,Dual SIM (dual stand-by),,IPS LCD,"4.7 inches, 60.9 cm2 (~63.3% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~234 ppi density)",,,Android 4.2.1 (Jelly Bean),Mediatek MT6582M (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),4GB 1GB RAM,"5 MP, AF",LED flash,720p,2 MP,,,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.1,GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1900 mAh, removable",,Up to 6 h,"White, Black","R20, R2001",,,About 200 EUR,,,
282,Oppo R1001 Joy,True,True,False,False,"2014, May. Released 2014, May",Discontinued,124 x 63 x 9.9 mm (4.88 x 2.48 x 0.39 in),125 g (4.41 oz),,Dual SIM (Mini-SIM/ Micro-SIM),,TFT,"4.0 inches, 45.5 cm2 (~58.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,Android 4.2.1 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),4GB 512MB RAM,3.15 MP,LED flash,720p@30fps,VGA,,,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1700 mAh, removable",,Up to 7 h,"White, Black",R1001,,,About 100 EUR,,,
283,Oppo Neo 5,True,True,False,False,"2014, August. Released 2014, August",Discontinued,132 x 65.8 x 9.2 mm (5.20 x 2.59 x 0.36 in),132.5 g (4.69 oz),"Glass front, plastic back, plastic frame",Micro-SIM,,IPS LCD,"4.5 inches, 55.8 cm2 (~64.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,,"Android 4.3 (Jelly Bean), ColorOS 1.4",Qualcomm Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDHC (dedicated slot),4GB 1GB RAM,5 MP,"LED flash, panorama, HDR",720p@30fps,2 MP,,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP",GPS,No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity","Li-Ion 1900 mAh, removable",,,Black,"1201, R831L",,,About 140 EUR,,,
284,Oppo R3,True,True,True,False,"2014, June. Released 2014, July",Discontinued,142.3 x 70.4 x 6.3 mm (5.60 x 2.77 x 0.25 in),140 g (4.94 oz),,Micro-SIM,,IPS LCD,"5.0 inches, 68.9 cm2 (~68.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,Android 4.3 (Jelly Bean),Qualcomm Snapdragon 400 (28 nm),Quad-core 1.6 GHz Cortex-A7,Adreno 305,microSDXC (dedicated slot),8GB 1GB RAM,"8 MP, AF","LED flash, panorama, HDR",1080p@30fps,5 MP,,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP",GPS,No,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, gyro, proximity","Li-Ion 2410 mAh, non-removable",,,"Black, white",,,,About 270 EUR,,,
285,Oppo N1 mini,True,True,True,False,"2014, August. Released 2014, August",Discontinued,148.4 x 72.2 x 9.2 mm (5.84 x 2.84 x 0.36 in),150 g (5.29 oz),,Micro-SIM,,IPS LCD,"5.0 inches, 68.9 cm2 (~64.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,"Android 4.3 (Jelly Bean), ColorOS 1.4",Qualcomm Snapdragon 400 (28 nm),Quad-core 1.6 GHz Cortex-A7,Adreno 305,No,16GB 2GB RAM,"13 MP, 1/3.2"", AF","LED flash, panorama, HDR",1080p@30fps,Rotating pop-up main camera module,LED flash,,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,No,"microUSB 2.0, OTG","Accelerometer, proximity","Li-Ion 2140 mAh, non-removable",,,White,"N5111, N5117",,,About 330 EUR,,,
286,Oppo Find 7,True,True,True,False,"2014, March. Released 2014, May",Discontinued,152.6 x 75 x 9.2 mm (6.01 x 2.95 x 0.36 in),171 g (6.03 oz),,Micro-SIM,,IPS LCD,"5.5 inches, 83.4 cm2 (~72.9% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)",Corning Gorilla Glass 3,,"Android 4.3 (Jelly Bean), ColorOS",Qualcomm MSM8974AC Snapdragon 801 (28 nm),Quad-core 2.5 GHz Krait 400,Adreno 330,microSDXC (dedicated slot),32GB 3GB RAM,"13 MP, f/2.0, 1/3.0"", AF","Dual-LED flash, panorama, HDR","4K@30fps, 1080p@60fps, 720p@120fps","5 MP, f/2.0",,,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot","4.0, A2DP",GPS,Yes,No,"microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, removable","20W wired, 75% in 30 min (advertised)",,"White, Black, Astro Black","X9076, X9007",,,About 440 EUR,"
Basemark X: 14968",Endurance rating 44h,
